iHOT频道,#genre#
北JA财经高清,http://123.122.163.183:19999/rtp/239.3.1.116:8000$1920x1080
北JA财经高清,http://123.113.237.160:8888/rtp/239.3.1.116:8000$1920x1080
北JA财经高清,http://123.123.167.240:8000/rtp/239.3.1.116:8000$1920x1080
北JA财经高清,http://114.243.156.93:8888/rtp/239.3.1.116:8000$1920x1080
北JA财经高清,http://222.128.183.216:8383/rtp/239.3.1.116:8000$1920x1080
北JA国际高清,http://114.249.234.227:8182/rtp/239.3.1.235:8000$1920x1080
北JA国际高清,http://111.194.239.82:6060/rtp/239.3.1.235:8000$1920x1080
北JA国际高清,http://124.64.183.179:8686/rtp/239.3.1.235:8000$1920x1080
北JA国际高清,http://123.113.182.168:9000/rtp/239.3.1.235:8000$1920x1080
北JA国际高清,http://123.113.106.229:4022/rtp/239.3.1.235:8000$1920x1080
北JA国际高清,http://123.117.36.74:4001/rtp/239.3.1.235:8000$1920x1080
北JA国际高清,http://123.122.162.7:19999/rtp/239.3.1.235:8000$1920x1080
北JA国际高清,http://114.243.106.85:8888/rtp/239.3.1.235:8000$1920x1080
北JA国际高清,http://114.252.225.255:8000/rtp/239.3.1.235:8000$1920x1080
北JA国际高清,http://222.129.33.14:8888/rtp/239.3.1.235:8000$1920x1080
北JA国际高清,http://123.122.163.183:19999/rtp/239.3.1.235:8000$1920x1080
北JA国际高清,http://123.113.237.160:8888/rtp/239.3.1.235:8000$1920x1080
北JA国际高清,http://123.123.167.240:8000/rtp/239.3.1.235:8000$1920x1080
北JA国际高清,http://114.243.156.93:8888/rtp/239.3.1.235:8000$1920x1080
北JA国际高清,http://222.128.183.216:8383/rtp/239.3.1.235:8000$1920x1080
北JA生活高清,http://114.249.234.227:8182/rtp/239.3.1.117:8000$1920x1080
北JA生活高清,http://111.194.239.82:6060/rtp/239.3.1.117:8000$1920x1080
北JA生活高清,http://124.64.183.179:8686/rtp/239.3.1.117:8000$1920x1080
北JA生活高清,http://123.113.182.168:9000/rtp/239.3.1.117:8000$1920x1080
北JA生活高清,http://123.113.106.229:4022/rtp/239.3.1.117:8000$1920x1080
北JA生活高清,http://123.117.36.74:4001/rtp/239.3.1.117:8000$1920x1080
北JA生活高清,http://123.122.162.7:19999/rtp/239.3.1.117:8000$1920x1080
北JA生活高清,http://114.243.106.85:8888/rtp/239.3.1.117:8000$1920x1080
北JA生活高清,http://114.252.225.255:8000/rtp/239.3.1.117:8000$1920x1080
北JA生活高清,http://222.129.33.14:8888/rtp/239.3.1.117:8000$1920x1080
北JA生活高清,http://123.122.163.183:19999/rtp/239.3.1.117:8000$1920x1080
北JA生活高清,http://123.113.237.160:8888/rtp/239.3.1.117:8000$1920x1080
北JA生活高清,http://123.123.167.240:8000/rtp/239.3.1.117:8000$1920x1080
北JA生活高清,http://114.243.156.93:8888/rtp/239.3.1.117:8000$1920x1080
北JA生活高清,http://222.128.183.216:8383/rtp/239.3.1.117:8000$1920x1080
北JA文艺高清,http://114.249.234.227:8182/rtp/239.3.1.242:8000$1920x1080
北JA文艺高清,http://111.194.239.82:6060/rtp/239.3.1.242:8000$1920x1080
北JA文艺高清,http://124.64.183.179:8686/rtp/239.3.1.242:8000$1920x1080
北JA文艺高清,http://123.113.182.168:9000/rtp/239.3.1.242:8000$1920x1080
北JA文艺高清,http://123.113.106.229:4022/rtp/239.3.1.242:8000$1920x1080
北JA文艺高清,http://123.117.36.74:4001/rtp/239.3.1.242:8000$1920x1080
北JA文艺高清,http://123.122.162.7:19999/rtp/239.3.1.242:8000$1920x1080
北JA文艺高清,http://114.243.106.85:8888/rtp/239.3.1.242:8000$1920x1080
北JA文艺高清,http://114.252.225.255:8000/rtp/239.3.1.242:8000$1920x1080
北JA文艺高清,http://222.129.33.14:8888/rtp/239.3.1.242:8000$1920x1080
北JA文艺高清,http://123.122.163.183:19999/rtp/239.3.1.242:8000$1920x1080
北JA文艺高清,http://123.113.237.160:8888/rtp/239.3.1.242:8000$1920x1080
北JA文艺高清,http://123.123.167.240:8000/rtp/239.3.1.242:8000$1920x1080
北JA文艺高清,http://114.243.156.93:8888/rtp/239.3.1.242:8000$1920x1080
北JA文艺高清,http://222.128.183.216:8383/rtp/239.3.1.242:8000$1920x1080
北JA新闻高清,http://114.249.234.227:8182/rtp/239.3.1.159:8000$1920x1080
北JA新闻高清,http://111.194.239.82:6060/rtp/239.3.1.159:8000$1920x1080
北JA新闻高清,http://124.64.183.179:8686/rtp/239.3.1.159:8000$1920x1080
北JA新闻高清,http://123.113.182.168:9000/rtp/239.3.1.159:8000$1920x1080
北JA新闻高清,http://123.113.106.229:4022/rtp/239.3.1.159:8000$1920x1080
北JA新闻高清,http://123.117.36.74:4001/rtp/239.3.1.159:8000$1920x1080
北JA新闻高清,http://123.122.162.7:19999/rtp/239.3.1.159:8000$1920x1080
北JA新闻高清,http://114.243.106.85:8888/rtp/239.3.1.159:8000$1920x1080
北JA新闻高清,http://114.252.225.255:8000/rtp/239.3.1.159:8000$1920x1080
北JA新闻高清,http://222.129.33.14:8888/rtp/239.3.1.159:8000$1920x1080
北JA新闻高清,http://123.122.163.183:19999/rtp/239.3.1.159:8000$1920x1080
北JA新闻高清,http://123.113.237.160:8888/rtp/239.3.1.159:8000$1920x1080
北JA新闻高清,http://123.123.167.240:8000/rtp/239.3.1.159:8000$1920x1080
北JA新闻高清,http://114.243.156.93:8888/rtp/239.3.1.159:8000$1920x1080
北JA新闻高清,http://222.128.183.216:8383/rtp/239.3.1.159:8000$1920x1080
江苏频道,#genre#
江苏城市高清,http://114.221.238.215:8888/rtp/239.49.8.107:8000$1920x1080
江苏城市高清,http://49.86.222.102:8888/rtp/239.49.8.107:8000$1920x1080
江苏城市高清,http://121.238.94.97:4000/rtp/239.49.8.107:8000$1920x1080
江苏城市高清,http://218.94.98.229:10001/rtp/239.49.8.107:8000$1920x1080
江苏城市高清,http://180.124.225.164:3000/rtp/239.49.8.107:8000$1920x1080
江苏城市高清,http://49.75.18.152:8888/rtp/239.49.8.107:8000$1920x1080
江苏城市高清,http://114.226.243.7:4022/rtp/239.49.8.107:8000$1920x1080
江苏城市高清,http://222.188.160.161:4022/rtp/239.49.8.107:8000$1920x1080
江苏城市高清,http://121.226.15.243:8888/rtp/239.49.8.107:8000$1920x1080
江苏城市高清,http://180.103.165.68:8888/rtp/239.49.8.107:8000$1920x1080
江苏城市高清,http://114.232.146.116:7777/rtp/239.49.8.107:8000$1920x1080
江苏城市高清,http://58.208.3.53:8888/rtp/239.49.8.107:8000$1920x1080
江苏城市高清,http://180.103.165.77:8888/rtp/239.49.8.107:8000$1920x1080
江苏城市高清,http://221.225.97.107:2020/rtp/239.49.8.107:8000$1920x1080
江苏城市高清,http://180.103.165.76:8888/rtp/239.49.8.107:8000$1920x1080
江苏综艺高清,http://58.219.172.201:10001/rtp/239.49.8.108:8000$1920x1080
江苏综艺高清,http://218.94.98.229:10001/rtp/239.49.8.108:8000$1920x1080
江苏综艺高清,http://180.103.165.77:8888/rtp/239.49.8.108:8000$1920x1080
江苏综艺高清,http://180.124.225.164:3000/rtp/239.49.8.108:8000$1920x1080
江苏综艺高清,http://49.86.222.102:8888/rtp/239.49.8.108:8000$1920x1080
江苏综艺高清,http://221.225.97.107:2020/rtp/239.49.8.108:8000$1920x1080
江苏综艺高清,http://114.232.146.116:7777/rtp/239.49.8.108:8000$1920x1080
江苏综艺高清,http://121.238.94.97:4000/rtp/239.49.8.108:8000$1920x1080
江苏综艺高清,http://58.208.3.53:8888/rtp/239.49.8.108:8000$1920x1080
江苏综艺高清,http://114.218.23.127:4022/rtp/239.49.8.108:8000$1920x1080
江苏综艺高清,http://49.75.18.152:8888/rtp/239.49.8.108:8000$1920x1080
江苏综艺高清,http://222.188.160.161:4022/rtp/239.49.8.108:8000$1920x1080
江苏综艺高清,http://49.75.205.229:4022/rtp/239.49.8.108:8000$1920x1080
江苏综艺高清,http://180.102.250.10:8118/rtp/239.49.8.108:8000$1920x1080
江苏综艺高清,http://114.226.231.212:8888/rtp/239.49.8.108:8000$1920x1080
江苏体育高清,http://58.219.172.201:10001/rtp/239.49.8.117:8000$1920x1080
江苏体育高清,http://218.94.98.229:10001/rtp/239.49.8.117:8000$1920x1080
江苏体育高清,http://180.103.165.77:8888/rtp/239.49.8.117:8000$1920x1080
江苏体育高清,http://180.124.225.164:3000/rtp/239.49.8.117:8000$1920x1080
江苏体育高清,http://49.86.222.102:8888/rtp/239.49.8.117:8000$1920x1080
江苏体育高清,http://221.225.97.107:2020/rtp/239.49.8.117:8000$1920x1080
江苏体育高清,http://114.232.146.116:7777/rtp/239.49.8.117:8000$1920x1080
江苏体育高清,http://121.238.94.97:4000/rtp/239.49.8.117:8000$1920x1080
江苏体育高清,http://58.208.3.53:8888/rtp/239.49.8.117:8000$1920x1080
江苏体育高清,http://114.218.23.127:4022/rtp/239.49.8.117:8000$1920x1080
江苏体育高清,http://49.75.18.152:8888/rtp/239.49.8.117:8000$1920x1080
江苏体育高清,http://222.188.160.161:4022/rtp/239.49.8.117:8000$1920x1080
江苏体育高清,http://49.75.205.229:4022/rtp/239.49.8.117:8000$1920x1080
江苏体育高清,http://180.102.250.10:8118/rtp/239.49.8.117:8000$1920x1080
江苏体育高清,http://114.226.231.212:8888/rtp/239.49.8.117:8000$1920x1080
江苏影视高清,http://58.219.172.201:10001/rtp/239.49.8.118:8000$1920x1080
江苏影视高清,http://218.94.98.229:10001/rtp/239.49.8.118:8000$1920x1080
江苏影视高清,http://180.103.165.77:8888/rtp/239.49.8.118:8000$1920x1080
江苏影视高清,http://180.124.225.164:3000/rtp/239.49.8.118:8000$1920x1080
江苏影视高清,http://49.86.222.102:8888/rtp/239.49.8.118:8000$1920x1080
江苏影视高清,http://221.225.97.107:2020/rtp/239.49.8.118:8000$1920x1080
江苏影视高清,http://114.232.146.116:7777/rtp/239.49.8.118:8000$1920x1080
江苏影视高清,http://121.238.94.97:4000/rtp/239.49.8.118:8000$1920x1080
江苏影视高清,http://58.208.3.53:8888/rtp/239.49.8.118:8000$1920x1080
江苏影视高清,http://114.218.23.127:4022/rtp/239.49.8.118:8000$1920x1080
江苏影视高清,http://49.75.18.152:8888/rtp/239.49.8.118:8000$1920x1080
江苏影视高清,http://222.188.160.161:4022/rtp/239.49.8.118:8000$1920x1080
江苏影视高清,http://49.75.205.229:4022/rtp/239.49.8.118:8000$1920x1080
江苏影视高清,http://180.102.250.10:8118/rtp/239.49.8.118:8000$1920x1080
江苏影视高清,http://114.226.231.212:8888/rtp/239.49.8.118:8000$1920x1080
江苏卡通高清,http://58.219.172.201:10001/rtp/239.49.8.119:8000$1920x1080
江苏卡通高清,http://218.94.98.229:10001/rtp/239.49.8.119:8000$1920x1080
江苏卡通高清,http://180.103.165.77:8888/rtp/239.49.8.119:8000$1920x1080
江苏卡通高清,http://180.124.225.164:3000/rtp/239.49.8.119:8000$1920x1080
江苏卡通高清,http://49.86.222.102:8888/rtp/239.49.8.119:8000$1920x1080
江苏卡通高清,http://221.225.97.107:2020/rtp/239.49.8.119:8000$1920x1080
江苏卡通高清,http://114.232.146.116:7777/rtp/239.49.8.119:8000$1920x1080
江苏卡通高清,http://121.238.94.97:4000/rtp/239.49.8.119:8000$1920x1080
江苏卡通高清,http://58.208.3.53:8888/rtp/239.49.8.119:8000$1920x1080
江苏卡通高清,http://114.218.23.127:4022/rtp/239.49.8.119:8000$1920x1080
江苏卡通高清,http://49.75.18.152:8888/rtp/239.49.8.119:8000$1920x1080
江苏卡通高清,http://222.188.160.161:4022/rtp/239.49.8.119:8000$1920x1080
江苏卡通高清,http://49.75.205.229:4022/rtp/239.49.8.119:8000$1920x1080
江苏卡通高清,http://180.102.250.10:8118/rtp/239.49.8.119:8000$1920x1080
江苏卡通高清,http://114.226.231.212:8888/rtp/239.49.8.119:8000$1920x1080
江苏新闻高清,http://58.219.172.201:10001/rtp/239.49.8.120:8000$1920x1080
江苏新闻高清,http://218.94.98.229:10001/rtp/239.49.8.120:8000$1920x1080
江苏新闻高清,http://180.103.165.77:8888/rtp/239.49.8.120:8000$1920x1080
江苏新闻高清,http://180.124.225.164:3000/rtp/239.49.8.120:8000$1920x1080
江苏新闻高清,http://49.86.222.102:8888/rtp/239.49.8.120:8000$1920x1080
江苏新闻高清,http://221.225.97.107:2020/rtp/239.49.8.120:8000$1920x1080
江苏新闻高清,http://114.232.146.116:7777/rtp/239.49.8.120:8000$1920x1080
江苏新闻高清,http://121.238.94.97:4000/rtp/239.49.8.120:8000$1920x1080
江苏新闻高清,http://58.208.3.53:8888/rtp/239.49.8.120:8000$1920x1080
江苏新闻高清,http://114.218.23.127:4022/rtp/239.49.8.120:8000$1920x1080
江苏新闻高清,http://49.75.18.152:8888/rtp/239.49.8.120:8000$1920x1080
江苏新闻高清,http://222.188.160.161:4022/rtp/239.49.8.120:8000$1920x1080
江苏新闻高清,http://49.75.205.229:4022/rtp/239.49.8.120:8000$1920x1080
江苏新闻高清,http://180.102.250.10:8118/rtp/239.49.8.120:8000$1920x1080
江苏新闻高清,http://114.226.231.212:8888/rtp/239.49.8.120:8000$1920x1080
江苏教育高清,http://58.219.172.201:10001/rtp/239.49.9.42:6000$1920x1080
江苏教育高清,http://218.94.98.229:10001/rtp/239.49.9.42:6000$1920x1080
江苏教育高清,http://180.103.165.77:8888/rtp/239.49.9.42:6000$1920x1080
江苏教育高清,http://180.124.225.164:3000/rtp/239.49.9.42:6000$1920x1080
江苏教育高清,http://49.86.222.102:8888/rtp/239.49.9.42:6000$1920x1080
江苏教育高清,http://221.225.97.107:2020/rtp/239.49.9.42:6000$1920x1080
江苏教育高清,http://114.232.146.116:7777/rtp/239.49.9.42:6000$1920x1080
江苏教育高清,http://121.238.94.97:4000/rtp/239.49.9.42:6000$1920x1080
江苏教育高清,http://58.208.3.53:8888/rtp/239.49.9.42:6000$1920x1080
江苏教育高清,http://114.218.23.127:4022/rtp/239.49.9.42:6000$1920x1080
江苏教育高清,http://49.75.18.152:8888/rtp/239.49.9.42:6000$1920x1080
江苏教育高清,http://222.188.160.161:4022/rtp/239.49.9.42:6000$1920x1080
江苏教育高清,http://49.75.205.229:4022/rtp/239.49.9.42:6000$1920x1080
江苏教育高清,http://180.102.250.10:8118/rtp/239.49.9.42:6000$1920x1080
江苏教育高清,http://114.226.231.212:8888/rtp/239.49.9.42:6000$1920x1080
江苏国际高清,http://58.219.172.201:10001/rtp/239.49.1.23:6000$1920x1080
江苏国际高清,http://218.94.98.229:10001/rtp/239.49.1.23:6000$1920x1080
江苏国际高清,http://180.103.165.77:8888/rtp/239.49.1.23:6000$1920x1080
江苏国际高清,http://180.124.225.164:3000/rtp/239.49.1.23:6000$1920x1080
江苏国际高清,http://49.86.222.102:8888/rtp/239.49.1.23:6000$1920x1080
江苏国际高清,http://221.225.97.107:2020/rtp/239.49.1.23:6000$1920x1080
江苏国际高清,http://114.232.146.116:7777/rtp/239.49.1.23:6000$1920x1080
江苏国际高清,http://121.238.94.97:4000/rtp/239.49.1.23:6000$1920x1080
江苏国际高清,http://58.208.3.53:8888/rtp/239.49.1.23:6000$1920x1080
江苏国际高清,http://114.218.23.127:4022/rtp/239.49.1.23:6000$1920x1080
江苏国际高清,http://49.75.18.152:8888/rtp/239.49.1.23:6000$1920x1080
江苏国际高清,http://222.188.160.161:4022/rtp/239.49.1.23:6000$1920x1080
江苏国际高清,http://49.75.205.229:4022/rtp/239.49.1.23:6000$1920x1080
江苏国际高清,http://180.102.250.10:8118/rtp/239.49.1.23:6000$1920x1080
江苏国际高清,http://114.226.231.212:8888/rtp/239.49.1.23:6000$1920x1080
湖南频道,#genre#
湖N茶频道,http://220.168.240.238:9999/rtp/239.76.252.239:9000$1920x1080
湖N电视剧,http://220.168.240.238:9999/rtp/239.76.252.118:9000$1920x1080
湖N电影,http://220.168.240.238:9999/rtp/239.76.252.119:9000$1920x1080
湖N电影,http://220.168.240.238:9999/rtp/239.76.253.106:9000$1920x1080
湖N都市,http://220.168.240.238:9999/rtp/239.76.253.104:9000$1920x1080
湖N国际,http://220.168.240.238:9999/rtp/239.76.252.124:9000$1920x1080
湖N教育,http://220.168.240.238:9999/rtp/239.76.252.233:9000$1920x1080
湖N经视,http://220.168.240.238:9999/rtp/239.76.252.116:9000$1920x1080
湖N经视,http://220.168.240.238:9999/rtp/239.76.253.103:9000$1920x1080
湖N娱乐,http://220.168.240.238:9999/rtp/239.76.253.105:9000$1920x1080
广西频道,#genre#
广XA新闻,http://171.107.72.105:4000/rtp/239.81.0.248:4056$1920x1080
广XA新闻,http://116.9.4.86:4000/rtp/239.81.0.248:4056$1920x1080
广XA新闻,http://113.13.172.34:4022/rtp/239.81.0.248:4056$1920x1080
广XA新闻,http://171.107.203.17:4022/rtp/239.81.0.248:4056$1920x1080
广XB影视,http://113.13.172.34:4022/rtp/239.81.0.250:4056$1920x1080
广XB影视,http://171.107.203.17:4022/rtp/239.81.0.250:4056$1920x1080
广XB影视,http://116.9.4.86:4000/rtp/239.81.0.250:4056$1920x1080
广XB影视,http://171.107.72.105:4000/rtp/239.81.0.250:4056$1920x1080
广XC都市,http://113.13.172.34:4022/rtp/239.81.0.247:4056$1920x1080
广XC都市,http://171.107.203.17:4022/rtp/239.81.0.247:4056$1920x1080
广XC都市,http://116.9.4.86:4000/rtp/239.81.0.247:4056$1920x1080
广XC都市,http://171.107.72.105:4000/rtp/239.81.0.247:4056$1920x1080
广XD综艺,http://113.13.172.34:4022/rtp/239.81.0.214:4056$1920x1080
广XD综艺,http://171.107.203.17:4022/rtp/239.81.0.214:4056$1920x1080
广XD综艺,http://116.9.4.86:4000/rtp/239.81.0.214:4056$1920x1080
广XD综艺,http://171.107.72.105:4000/rtp/239.81.0.214:4056$1920x1080
广XE_12tv,http://113.13.172.34:4022/rtp/239.81.0.124:4056$1920x1080
广XE_12tv,http://171.107.203.17:4022/rtp/239.81.0.124:4056$1920x1080
广XE_12tv,http://116.9.4.86:4000/rtp/239.81.0.124:4056$1920x1080
广XE_12tv,http://171.107.72.105:4000/rtp/239.81.0.124:4056$1920x1080
山西频道,#genre#
山XB黄河高清,http://116.179.148.245:8000/rtp/226.0.2.235:9792$1920x1080
山XB黄河高清,http://171.116.226.246:8084/rtp/226.0.2.235:9792$1920x1080
山XB黄河高清,http://124.163.23.58:6001/rtp/226.0.2.235:9792$1920x1080
山XB黄河高清,http://171.118.211.120:8084/rtp/226.0.2.235:9792$1920x1080
山XB黄河高清,http://116.135.2.208:8083/rtp/226.0.2.235:9792$1920x1080
山XB黄河高清,http://171.117.183.38:8082/rtp/226.0.2.235:9792$1920x1080
山XB黄河高清,http://171.116.226.246:8085/rtp/226.0.2.235:9792$1920x1080
山XB黄河高清,http://171.116.151.33:8083/rtp/226.0.2.235:9792$1920x1080
山XB黄河高清,http://183.185.227.252:8001/rtp/226.0.2.235:9792$1920x1080
山XB黄河高清,http://171.117.184.198:8082/rtp/226.0.2.235:9792$1920x1080
山XB黄河高清,http://211.90.83.70:8002/rtp/226.0.2.235:9792$1920x1080
山XB黄河高清,http://221.205.201.216:8084/rtp/226.0.2.235:9792$1920x1080
山XB黄河高清,http://183.191.181.121:8002/rtp/226.0.2.235:9792$1920x1080
山XB黄河高清,http://221.205.202.8:8084/rtp/226.0.2.235:9792$1920x1080
山XB黄河高清,http://124.165.34.127:8083/rtp/226.0.2.235:9792$1920x1080
山XC经济高清,http://116.179.148.245:8000/rtp/226.0.2.236:9800$1920x1080
山XC经济高清,http://171.116.226.246:8084/rtp/226.0.2.236:9800$1920x1080
山XC经济高清,http://124.163.23.58:6001/rtp/226.0.2.236:9800$1920x1080
山XC经济高清,http://171.118.211.120:8084/rtp/226.0.2.236:9800$1920x1080
山XC经济高清,http://116.135.2.208:8083/rtp/226.0.2.236:9800$1920x1080
山XC经济高清,http://171.117.183.38:8082/rtp/226.0.2.236:9800$1920x1080
山XC经济高清,http://171.116.226.246:8085/rtp/226.0.2.236:9800$1920x1080
山XC经济高清,http://171.116.151.33:8083/rtp/226.0.2.236:9800$1920x1080
山XC经济高清,http://183.185.227.252:8001/rtp/226.0.2.236:9800$1920x1080
山XC经济高清,http://171.117.184.198:8082/rtp/226.0.2.236:9800$1920x1080
山XC经济高清,http://211.90.83.70:8002/rtp/226.0.2.236:9800$1920x1080
山XC经济高清,http://221.205.201.216:8084/rtp/226.0.2.236:9800$1920x1080
山XC经济高清,http://183.191.181.121:8002/rtp/226.0.2.236:9800$1920x1080
山XC经济高清,http://221.205.202.8:8084/rtp/226.0.2.236:9800$1920x1080
山XC经济高清,http://124.165.34.127:8083/rtp/226.0.2.236:9800$1920x1080
山XC影视高清,http://116.179.148.245:8000/rtp/226.0.2.237:9808$1920x1080
山XC影视高清,http://171.116.226.246:8084/rtp/226.0.2.237:9808$1920x1080
山XC影视高清,http://124.163.23.58:6001/rtp/226.0.2.237:9808$1920x1080
山XC影视高清,http://171.118.211.120:8084/rtp/226.0.2.237:9808$1920x1080
山XC影视高清,http://116.135.2.208:8083/rtp/226.0.2.237:9808$1920x1080
山XC影视高清,http://171.117.183.38:8082/rtp/226.0.2.237:9808$1920x1080
山XC影视高清,http://171.116.226.246:8085/rtp/226.0.2.237:9808$1920x1080
山XC影视高清,http://171.116.151.33:8083/rtp/226.0.2.237:9808$1920x1080
山XC影视高清,http://183.185.227.252:8001/rtp/226.0.2.237:9808$1920x1080
山XC影视高清,http://171.117.184.198:8082/rtp/226.0.2.237:9808$1920x1080
山XC影视高清,http://211.90.83.70:8002/rtp/226.0.2.237:9808$1920x1080
山XC影视高清,http://221.205.201.216:8084/rtp/226.0.2.237:9808$1920x1080
山XC影视高清,http://183.191.181.121:8002/rtp/226.0.2.237:9808$1920x1080
山XC影视高清,http://221.205.202.8:8084/rtp/226.0.2.237:9808$1920x1080
山XC影视高清,http://124.165.34.127:8083/rtp/226.0.2.237:9808$1920x1080
山XC社会高清,http://116.179.148.245:8000/rtp/226.0.2.238:9816$1920x1080
山XC社会高清,http://171.116.226.246:8084/rtp/226.0.2.238:9816$1920x1080
山XC社会高清,http://124.163.23.58:6001/rtp/226.0.2.238:9816$1920x1080
山XC社会高清,http://171.118.211.120:8084/rtp/226.0.2.238:9816$1920x1080
山XC社会高清,http://116.135.2.208:8083/rtp/226.0.2.238:9816$1920x1080
山XC社会高清,http://171.117.183.38:8082/rtp/226.0.2.238:9816$1920x1080
山XC社会高清,http://171.116.226.246:8085/rtp/226.0.2.238:9816$1920x1080
山XC社会高清,http://171.116.151.33:8083/rtp/226.0.2.238:9816$1920x1080
山XC社会高清,http://183.185.227.252:8001/rtp/226.0.2.238:9816$1920x1080
山XC社会高清,http://171.117.184.198:8082/rtp/226.0.2.238:9816$1920x1080
山XC社会高清,http://211.90.83.70:8002/rtp/226.0.2.238:9816$1920x1080
山XC社会高清,http://221.205.201.216:8084/rtp/226.0.2.238:9816$1920x1080
山XC社会高清,http://183.191.181.121:8002/rtp/226.0.2.238:9816$1920x1080
山XC社会高清,http://221.205.202.8:8084/rtp/226.0.2.238:9816$1920x1080
山XC社会高清,http://124.165.34.127:8083/rtp/226.0.2.238:9816$1920x1080
山XD文体生活,http://116.179.148.245:8000/rtp/226.0.2.16:8040$1920x1080
山XD文体生活,http://171.116.226.246:8084/rtp/226.0.2.16:8040$1920x1080
山XD文体生活,http://124.163.23.58:6001/rtp/226.0.2.16:8040$1920x1080
山XD文体生活,http://171.118.211.120:8084/rtp/226.0.2.16:8040$1920x1080
山XD文体生活,http://116.135.2.208:8083/rtp/226.0.2.16:8040$1920x1080
山XD文体生活,http://171.117.183.38:8082/rtp/226.0.2.16:8040$1920x1080
山XD文体生活,http://171.116.226.246:8085/rtp/226.0.2.16:8040$1920x1080
山XD文体生活,http://171.116.151.33:8083/rtp/226.0.2.16:8040$1920x1080
山XD文体生活,http://183.185.227.252:8001/rtp/226.0.2.16:8040$1920x1080
山XD文体生活,http://171.117.184.198:8082/rtp/226.0.2.16:8040$1920x1080
山XD文体生活,http://211.90.83.70:8002/rtp/226.0.2.16:8040$1920x1080
山XD文体生活,http://221.205.201.216:8084/rtp/226.0.2.16:8040$1920x1080
山XD文体生活,http://183.191.181.121:8002/rtp/226.0.2.16:8040$1920x1080
山XD文体生活,http://221.205.202.8:8084/rtp/226.0.2.16:8040$1920x1080
山XD文体生活,http://124.165.34.127:8083/rtp/226.0.2.16:8040$1920x1080
陕西频道,#genre#
陕XA新闻资讯,http://117.32.85.15:8020/rtp/239.111.205.28:5140$1920x1080
陕XA都市青春,http://117.32.85.15:8020/rtp/239.111.205.42:5140$1920x1080
陕XA体育休闲,http://117.32.85.15:8020/rtp/239.111.205.36:5140$1920x1080
陕XB农林,http://117.32.85.15:8020/rtp/239.112.205.27:5140$1920x1080
陕XB生活,http://117.32.85.15:8020/rtp/239.112.205.20:5140$1920x1080
陕XB影视,http://117.32.85.15:8020/rtp/239.112.205.21:5140$1920x1080
陕XB公共,http://117.32.85.15:8020/rtp/239.112.205.22:5140$1920x1080
陕XC西部电影,http://117.32.85.15:8020/rtp/239.111.205.41:5140$1920x1080
陕XC新闻综合,http://117.32.85.15:8020/rtp/239.111.205.242:5140$1920x1080
陕XC都市频道,http://117.32.85.15:8020/rtp/239.111.205.243:5140$1920x1080
陕XC商务资讯,http://117.32.85.15:8020/rtp/239.112.205.174:5140$1920x1080
陕XC影视频道,http://117.32.85.15:8020/rtp/239.112.205.175:5140$1920x1080
陕XC丝路频道,http://117.32.85.15:8020/rtp/239.112.205.176:5140$1920x1080
陕XC西安教育,http://117.32.85.15:8020/rtp/239.112.205.142:5140$1920x1080
福建频道,#genre#
福JA综合,http://27.158.23.122:9999/rtp/239.61.3.4:9542$1920x1080
福JA综合,http://27.158.23.122:9999/rtp/239.61.2.1:8000$1920x1080
福JA公共频道,http://27.158.23.122:9999/rtp/239.61.2.3:8012$1920x1080
福JA新闻,http://27.158.23.122:9999/rtp/239.61.2.4:8018$1920x1080
福JA电视剧,http://27.158.23.122:9999/rtp/239.61.2.5:8024$1920x1080
福JA旅游,http://27.158.23.122:9999/rtp/239.61.2.6:8030$1920x1080
福JA经济生活,http://27.158.23.122:9999/rtp/239.61.2.7:8036$1920x1080
福JA体育,http://27.158.23.122:9999/rtp/239.61.2.160:8948$1920x1080
福JA少儿,http://27.158.23.122:9999/rtp/239.61.2.9:8048$1920x1080
福JA教育频道,http://27.158.23.122:9999/rtp/239.61.2.173:9026$1920x1080
福JB厦门1套,http://27.158.23.122:9999/rtp/239.61.3.55:9848$1920x1080
福JB厦门2套,http://27.158.23.122:9999/rtp/239.61.3.56:9854$1920x1080
云南频道,#genre#
云南康旅,http://enlen.vip:4022/rtp/239.200.200.31:8860$1920x1080
云南少儿,http://enlen.vip:4022/rtp/239.200.200.32:8864$1920x1080
云南卫视,http://60.183.73.158:8088/rtp/233.50.200.115:5140$1920x1080
云南卫视,http://122.234.254.49:4000/rtp/233.50.200.115:5140$1920x1080
云南卫视,http://115.201.88.156:9999/rtp/233.50.200.115:5140$1920x1080
云南卫视,http://115.230.189.122:9999/rtp/233.50.200.115:5140$1920x1080
云南卫视,http://115.193.154.62:9999/rtp/233.50.200.115:5140$1920x1080
云南卫视,http://123.97.140.100:9999/rtp/233.50.200.115:5140$1920x1080
云南卫视,http://123.96.191.194:9999/rtp/233.50.200.115:5140$1920x1080
云南卫视,http://60.178.149.113:4022/rtp/233.50.200.115:5140$1920x1080
云南卫视,http://60.162.227.189:9999/rtp/233.50.200.115:5140$1920x1080
云南卫视,http://115.230.189.33:9999/rtp/233.50.200.115:5140$1920x1080
云南卫视,http://220.188.225.211:9999/rtp/233.50.200.115:5140$1920x1080
云南卫视,http://106.45.11.138:8888/rtp/239.121.4.48:8262$720x576
